puuid,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak
yOGDAYjktZkkg9iShtWKhIdJGZn1r-641UBW67NkujbTmS__hdw7T7jFTFt4nRO_c4WJIk33QhDurw,1027.0,I,89.0,87.0,False,False,True,False
JPpL8NSVJGkznGOpm8k6rrB9i2PR1T4I8W0UJMAhRmzAMyvs50FBi-ITHQ6xlfC_XDV3xQQ717OMYQ,1027.0,I,79.0,58.0,False,False,True,False
qOT7iI2fLuCaZrzzMBeGYbVmVVTonsRkyWfJ_Oe-5EqagvoEIs-PPY-VHdyCXM5K3bFr_N6IAa8dbA,1026.0,I,122.0,101.0,False,False,True,True
rvDRR8F2Wp0L3CDDNbUTQdPUh_iPZ4bf00YWC7xIGDN_aiS__WGWfzl_dfIDq7qcRftvHCFPnIzcWQ,1026.0,I,114.0,104.0,False,False,True,False
6SwQmrPGF0DJYCbde-otwkzhsmcTHPClwMVti3_RkGvzVWpepfrdn493JtOugbUPo8N70fPPHjbVmw,1023.0,I,83.0,75.0,False,False,True,True
5vLX2FhmgHTgSp7TaWBxLBxc3n1MRpbQAF3AcCnuNYGEPtuPKREYKY_2ZFhlQdFoIxEUdaYkqcF5jQ,1022.0,I,121.0,105.0,True,False,False,False
Zz5GmCIwV2vhveAOA_VnVasjoYMYHdUQ2cfmxxRGnUl3CGuH4v3A-g6hj06ILYANklEj87e4LQEcQQ,1021.0,I,93.0,86.0,False,False,True,False
ogchwa5WbZU6_TwFbH_OT_Piuc7mtpuOQMmsjMa2tS5u0jRqPdcwajLgG4RiicD-MJ6w2Ul2ZZkwqw,1021.0,I,92.0,77.0,False,False,False,False
rjjlCIaznFqr51adpeYZa-PvnyIL2NZYNXQhzq8CxBcydltzcOoRYZnRqvT0BHt6Y3pbVvmQebk4cg,1021.0,I,61.0,44.0,False,False,True,False
Rx_0pZJ1i5sOtmUIXAe4oTztwDaUuUrbmTFr_JzZ5Oz88GMsyAtsD_Ggi1sYA8y6Q-iEIZYktjo52w,1020.0,I,63.0,37.0,False,False,True,False
b-9XqabNWJcEKW-8S1oMxi5Peu_tiLgJKq6LRSThHlPFD_LSbInM9sfZS0B_kMWpOH_Q6hhb_HUIIQ,1019.0,I,85.0,35.0,False,False,True,True
oME7wSpyzFN_YcRiydL7wp6cBhyiV_nNDqfONhVV0qJ_UWYBSEn1ut91pIlFk_EgPofqTbDBLepVWw,1018.0,I,143.0,121.0,False,False,True,True
_nNEHUqPXDMnuHNNlgDQPdsyNArGf4aF95VFAxLkaqCI13NiDtWdgTk0dqUhcYQy98j6eJf6QMc3UQ,1018.0,I,80.0,59.0,False,False,True,False
ACrU36nT11r02J-vdEzhOJr9eV1Qkt95gOp2oOkHfOrJXqNjTlZarEUbcuIj_Z629_J_UYsYc6FN3w,1018.0,I,76.0,66.0,False,False,True,True
KhXa5WkmZSilxhNnbK2A12WftCH8UKym230L7yeeDKT8GybpkILdJ0_GtFQtt6snfYPfJdI6mXmCvw,1017.0,I,77.0,42.0,False,False,True,True
r4ZDRPpxg5ov0EglqCtYewM2EfdrzC3U6jWRB4FgH9CScDnwvQ78EVdY8Ku6qyZN7KAMpe5TVAG4rA,1016.0,I,115.0,92.0,True,False,False,False
wXv3ELiMSQ9T3rg4WGRo6Wz-MwQML38YXfoiK49jCgjXZXP1hFougguiYOSA4XeStabGZFlxUdnBcA,1016.0,I,111.0,77.0,False,False,True,True
Vspj0noMd30U_tD8TFwexTghQj6BJeY23ZMxXf8RI7nmT7D3iFPaYVLvoFjL2fs2vaEStxVg8Ot7Jw,1015.0,I,77.0,42.0,False,False,True,True
jGKZDokv1hNK37loHoodYyd9JfO_2UQBrbtR4eh-lvB4VGsE3ppOkO-ZmoKP0nci2Qh5DklleCO3TA,1015.0,I,73.0,43.0,False,False,True,True
63d4D82TVGtw2v7ZNRDbJfstf8iDuSDJ0Ot_yl3jwGlDKfh2dYMc0j0fIkiNCmGOkIL0B8ef3ghd3Q,1015.0,I,71.0,61.0,False,False,True,False
hAE3XnLF7NpmxDzNfQKY6D-Yty7U75spjGm-dz3HbD_zAqF7YXKeDXsvOxUQryt2DXrfot5KmsCHFg,1014.0,I,104.0,81.0,False,False,False,False
wI7eYTGfd05K73Ed04Me-n-zZJHA41Qt9rRTN_rRzfsf-aJLzp0_6Wt7dzkTfLOlPK1Oktel-v0Tng,1014.0,I,87.0,59.0,False,False,True,True
CMRf5zKZ4zOA08k-iD9sLTfH5pDYIJ1wfGk1U3pcGghgH-DiaoSUaftlnuFLZltlHmlOdl4IDOGWZQ,1013.0,I,124.0,107.0,False,False,True,False
04FRv8SKDURHMzNSB7txWOab3mLL65q2pQIdjW6zqSI4dGd1DoRm6ER-5n82QyhZAMbbeDbE3V4V_g,1013.0,I,113.0,89.0,False,False,True,True
3DofhBjhuz0FGA_82IrSYRNsu55k86tflSFgJ1eHMcWRW0FYlh-0nNTWZYNIWpSffm0teGUue6Dczw,1011.0,I,89.0,67.0,False,False,True,True
54Y6Ozn9jEYy1tKGdmLA-0E803YTRhphSp1MEaPBBGtGdZ822SOHoUGw0zdjWy-hiGKWxWpQaO1dfw,1011.0,I,64.0,55.0,False,False,True,False
TTOFiNqottBR94InKpnMcaEgV84WH1nW_yPgEu9-xC9FLMvh_GfLN0XglWuGZyqvu8xX_fbaSm7TFg,1010.0,I,98.0,79.0,False,False,True,True
v9n02oTQ-sSMapiBdq5gke8Iis164dkkzfRpPaDnaZQL9EljfYdfqbo7Xch_jTAX-pabEXmo8d9WqQ,1010.0,I,91.0,58.0,False,False,True,False
av9Q8PTwXfz8vlPZIsMfuy175LZeGy2LIzgLmDwsjFeNRMJ6COrdCO98o8aZLj-_zaaIv4dZiVURbw,1009.0,I,98.0,88.0,False,False,False,True
WtG_4daNkpKamhB_8r-txFGo6H5omFYGYUjWV502KM99BwEno0YI3zX7rDfjvPneXqr4NPmxuadnjA,1009.0,I,96.0,107.0,True,False,True,False
BXseHgqwauIOf9qssPjddiJaeRyulaQ9B4XY5FGaePB5TX1I247PM7tiNKklsb0MfIHVH96UblUACw,1009.0,I,94.0,72.0,True,False,False,False
FGHNiH0knTeausEnoOLfDjWUak9hlsVklxz2AyoMTTNVTrM9gr5FsyENX9oTfl6OeR_MSV6B97MA5w,1009.0,I,83.0,58.0,False,False,True,False
53iWz_IUQ1yPAL71VCnXPDJ0oy7L2Nn2WqZ4QbtnmJDXpdOU_qfdtbEReH5BGW0xRRNcR2HhDtScAQ,1009.0,I,80.0,51.0,False,False,False,True
F1Z1eBGTlKU-yIdLyje6sCqegnnpRETIxvBQmH26Uwgrp0GEhIIuqmNS39UtqHatgkLoKApKOxzBmQ,1009.0,I,72.0,44.0,False,False,False,False
VXCFzmQ4wpD6Mz3j47ZE6j5enlw_vibl2Fcln4uUnOhSbPiFnDrqnR97cgzFL8rORc3XuHlWkuoNOw,1008.0,I,113.0,93.0,False,False,True,False
q3gTaSsamSUMcrVzjiprS1KBn-h7JB0LGoHmduemerXpbW7vapHGRayGD4i1smHkvf-LmOoK4mqJQA,1007.0,I,95.0,69.0,False,False,False,False
xMOvMSB4oOykKpqc_zQccpDScyALBow3tl8qFL4aDfcFRCHfQoNmUJekoBXsuvlwvG_z7WGbulmAEQ,1007.0,I,73.0,48.0,False,False,False,False
Ttp8wXcuMvX_xdcQsWFD1s1RCzo8qcIHYIx6TVM8vAawphNa5rs0Dyg8Va31p2296aP0yX2XoPFD6w,1007.0,I,58.0,51.0,False,False,True,True
gGkhjyZp5lPDaE5B45-Wjdqp90apfK3iEySqiZ5BIpjyy2BlRbqOQCr4qv5ndHimvy0tPZXytVk6-w,1006.0,I,96.0,70.0,False,False,True,False
ZOD-9oApglUWuXYppVcANoRKz7aXLXLrQGUoeckYG5wnIsW3EeQwivc6j8lswYMC3rC92Ha03xR5-g,1006.0,I,61.0,24.0,False,False,True,False
e9qGQILdUK0nCD7-UzpWUXGnw0CiXXM7wSUKNzMV9NFJJS7Q02VKzxPGYSaiZDxWN-DCjDd95ZYTWQ,1005.0,I,59.0,44.0,False,False,True,False
9PxzbD69jE9vO9sKUOkT4pJVhiHyFGXn73_YkoRMUHPqa_mWUgOyenVL2IpXtDNQRWTcuGTC4K-Eig,1004.0,I,76.0,43.0,False,False,True,True
uhIujH9jbF2NXPT3L6JbXPDQ9zeqNFKtztgBPFJA2lQ--xSNXoZ72xntyXB7iDKT8UfwAxRpWXFvfw,1004.0,I,66.0,33.0,False,False,True,True
0e5yeW35RRrCUdIwmgaVuNsF5N9OQUz-9NoYqTR27u4Or25rHFGBlOJ7ZL6I6fPzzvqBHmYYjqIy1Q,1004.0,I,66.0,40.0,False,False,True,True
dK3WO4se5p_6D0QIOxBSuAs2KRWTGC4mRwcGPYpY5w2uDeiy4CGxQuvhNL01XUUooaY_Pkmb818LnA,1003.0,I,58.0,29.0,False,False,True,True
-34To1qdN4kh5s5zD1ky66x45P0FXZ_sLGIysHxR-aPQl4MRatWxvdxEBH30ciE0-c-8IE1KuzUkyw,1002.0,I,104.0,69.0,False,False,False,False
a6fTQ2rh-HkRyHBDJM1hZfOffEkTiugF_O8obGlWjQc75ac344atj3XLd-u4qUMzT83-jJeybQApQg,1002.0,I,76.0,53.0,False,False,True,False
qhpyDLprq2Ks9urSh9bhlg7HtvDrFyMIUaFQKhECTxJZUo2ehdYgn0ZQ2pm99KSi02k_xMWo-1ooww,1002.0,I,74.0,57.0,False,False,True,False
VypBi1dYp6Nv4djFmiTk_bLcb67HAsVlBWN6ftsx7g10j0jmp5SFhvGTbkv_Gw3KoNy8P5QvhvkYWg,1001.0,I,102.0,76.0,False,False,True,False
VCqrXqMCttzZeZocXLPyXoQ6vy-_24JiIlZocHkQLH__pdvD1fbPeAZ5fqQNkTEAjEvm2ItROL_J3A,1001.0,I,92.0,69.0,False,False,False,True
Gvn73V2oDNFj7Q3f9zOTos8WdjdLGIvnK7MZ3n25W4IN_1wLhiNucxpeeMgwqm_l17WFCgVHxUIkyg,1001.0,I,90.0,74.0,False,False,True,True
IBLmatBJuxHNBQl_Km9CyKRYkzF3SxEB90RBzNgPwA8pS4d-BmhvoJiXejZl5X2XYAsZCbxmAg2INQ,1001.0,I,88.0,68.0,False,False,False,True
vlXvMAyostPq3KywYtHpmrMeGiy83tR87QKwdOzaxvaishbx5E6TjxCsiEJQC27AbjTWVs8vu3zHIg,1001.0,I,82.0,80.0,False,False,True,False
uV52PX-7Q2BRfPWvQmtIkljFSbgCzDoNdWaDe0sHhyaVh-CCSy9ozcFnbZko_YRxkYjFOSLWHzaDnQ,1001.0,I,78.0,66.0,False,False,True,False
DH9CEUp5Eud_3pbSNSliVgB9Aq4jF6wZa0SqIMlkSr06PSJmW4sA_uAOB70-2ZJoQ0Sh6h0X9mClCg,1000.0,I,94.0,73.0,False,False,True,False
SG_tIitm9xwOUoZmjt4AtNDY77_1Vx7hzUMC5yw8743HXHb2xwsUuCC9jn8xTWMwoIRh1b-W4I6Kyg,1000.0,I,90.0,62.0,False,False,True,True
Uy7q28z_ALz_rIyn75x14QMm21yWSKoFzpbJElVR5T4MHU0wnJzHloO1PVYAGkULq98d-iwVrfq8lg,1000.0,I,73.0,55.0,False,False,True,True
8Exp6IPKRBbNXwQtVgHgYalkZ33HDP42El11-pfkeR1FmUe4YR-HeOawioYkhHiZTkCwaL7umng4xw,1000.0,I,60.0,43.0,False,False,False,True
hBX2uDuhamcSWu9eSkLogcHrj5DxOegjL_B351DHAmQuGYTWnKRqi7bN4M4cl2roFB0bCl8X3ht6xQ,1000.0,I,58.0,37.0,False,False,True,True
MoVbu989smdkC-eW9YArdtR3xA666nzgvKb4HVJvLqN325v7p3B6FXp0Ldefgs0ORIaMwwfpX38lrw,999.0,I,95.0,86.0,False,False,True,False
0-TMURl3ZGRKkN0R4ULudOzNHD0OpIuyl0IGl8Qfhua9MUk7Yk-Zxpva7ArdqkFB5GVTDBezD817vQ,999.0,I,78.0,54.0,False,False,True,False
Rf31_gAZU-cgxXGI-K1YaBiiVaEo_6ajai-NcxI8OzPD_rz8OTJ9veN6Oef1t8fh-8PP7wQNC5v83w,998.0,I,114.0,98.0,False,False,True,True
JJJHQKaZq5MkD3Rz9bB-TFguKZZ3qSS7lyzLpzAxsTX7KWTZzOYFT34sxqK9HfCA_oSQ7nQ84_FHmA,997.0,I,97.0,69.0,False,False,True,False
c2TqzsGSDWYeceA3tcuNyLo93DSmSVSmIyHcSXs2VVxYuycVqOik4DVP6Uq8yVZ9Q1OBVVw4sQKe9w,996.0,I,100.0,76.0,True,False,False,False
ZYtMv0FmrR7xo5eHUxc54wbZ4FToqr-yn4Gg3jdL2GfQgrFEO-eFFIBOqF4vhjpE4vHZGM-OFX7Udg,996.0,I,72.0,55.0,False,False,True,False
qCKlMONO3etjku7Te4wJ3BdIJtb47BSkSz_ZRqD1LdfW_8MjlRYRBnMjBpM5zTcC6tUo6O2uofh77Q,996.0,I,65.0,43.0,False,False,True,False
2mfGju8XUudKE5rRDHZ3S8eie2bcrngHH9LxgDrgIUpVw9v5YWY-qtGjxju8fXdknRdYnmOqPzgE4Q,994.0,I,106.0,77.0,False,False,True,False
iFXIXws32h8Dsn-rFurlzc7WfnZe14dzWk3hstNQUDBayXxF7wx4KA-IbSrS2oJ6IW2WgUJ5SiIFVA,994.0,I,82.0,64.0,False,False,True,True
fGajifzVt4gICt7l0hwj1wr0mjHtuc9QconqAUdaI9Bf1oGVlISsxXO0WkT_KwxUkR7I9raCQpyhNw,994.0,I,75.0,42.0,False,False,False,False
GIeiYOOkWEpzBM6K9Oua9myRZ2dS4ENfC8vyUc4tSlQWaefyTooDwc49DRi80Fv9_1OBuMRAhXGyMw,993.0,I,95.0,80.0,False,False,False,False
9oUSz_1WcuV0F-EaTWDABGhrBZkEEcD56qgg9Z4b_UmVrRh3LytnMaqN4j0a8e5805t_MaTB1AdjkA,993.0,I,89.0,91.0,False,False,True,True
X1STsO6ckgRmJsfNCOW28tSqH_B0KZ14tGV9JJ_VI09Tq49mdjLs900MBEbTDfPGH_5h1-I8E_E5FQ,992.0,I,58.0,33.0,False,False,True,False
kw_-nuaXxhv5zCRpJrzQgXENrRn0k3xujpBpX_H0hr9A5i9rN4rbrjH-S9sriynudZmKrBven2iaJA,991.0,I,79.0,52.0,False,False,False,False
5YwvUkf60iD68vRv2dCaNNHhpe4HQKG1Kewe2zbOylAyBWZMVk7EzVoTYrmnSBz-RRNtPfg2dM3aCQ,989.0,I,63.0,34.0,False,False,True,False
mHJBg0O06jZ2QCqi798XX-B6CviAVHBxjRVOKmP-NY_jo_eRxxkGPDie779h6ZSpRLf1YFyx4GMBGg,988.0,I,66.0,33.0,False,False,True,True
-VPsfY7ZOly5qNlw00dM9ErvpLVNLyaYH5tqTtItN13SET-KUUgsBzzr8GuL0gmL4sjEmD499R6QWA,986.0,I,95.0,75.0,False,False,True,True
fvDiqkZXwBNHIlftoy3qzjvBhTrJYJJLqkDzJAPuz7LjkFC-weWYu2TMm8PAUFauEGaTdjgj9BjV8w,983.0,I,79.0,49.0,False,False,True,False
9FngqAwu9HMnJeI96hwCPcjpKpDX1o3eLm-lRPWZk5wad3LvonvxfjvChTj4PABPUYuZVGPX1iKbUw,980.0,I,89.0,83.0,False,False,True,False
CE3eEDyatCcin320wN4UE12SPdhTgyl7UTFcv5Fus_hk8ewTab1v8WgQRwFr2qjHC4knVMy2QLBbVA,979.0,I,110.0,84.0,True,False,False,False
SKIADEfyDR7H-u1JYjoziw4KApO3KY7-PUVU12RM_oyzPKU6GoqCP9dCLEILxv3pKqA3br0iRr9uAQ,977.0,I,69.0,63.0,False,False,True,False
oE_tuvYI4X_1unoHtITACRpxOkjA0oMSdsg4_vEvLBIdXvKgnpje2ax-m6rQ3rimM-Jwz4_69YHrCw,975.0,I,107.0,85.0,False,False,True,False
DdNKV9o0eWXb0k4hlfFnb7rqOruJxsFbfHeqq6zo-IVaEm2wK0sFunHFeoSIJQmVfgx_QXhWHNIH7w,975.0,I,96.0,85.0,False,False,True,False
KPpmV3nXhSV8Z7BT4TL7dBlMy9t0l9CuXXTwX20K23819ViTG0jXwtbddTVioVq2GC2SlAXYXpDI2g,975.0,I,90.0,80.0,False,False,False,False
KIR1ER3Xhw74udrH84l4abIn2bnCEXZzRH2Ic8Su5R65cuLoDfL5ESUEMcMs33A73qcJmK2w-BMJEA,973.0,I,98.0,66.0,False,False,True,False
yvUkZ3bW36Qz6UA-GqGPto4I72IJIOnng3ir2mhjjy3py9r8YEFG6_QgOnwOMDt37piRgjb8cpNJbw,971.0,I,88.0,61.0,False,False,True,True
41RSHainka4_IEalqvXpfLUObcLvwmVWDRDKy-e6G_bcLidFzne4YvRMVICNGoRsAPPSaYi24NRd0A,971.0,I,77.0,54.0,False,False,True,True
pAp6HJy7QK0swU6i-8_n0nywxQ5Oz-ywLFc0iru2q9cA_0VgM0xWk158GR3nJKh3cLy-rJ9zIG-aVw,971.0,I,63.0,51.0,False,False,True,True
L8odBYKq7Bohjbiv7EQvqNoy9aAqUlR4P_f0vWkIQ35MC3V4gOteuSzPI1p5P1BM25dp_aphIaEeXQ,970.0,I,109.0,82.0,False,False,True,False
RrxX5Xd3IMnTiTFCnhjorU4hjdLFoPymg0Yhtu2JFp89OsqE0VSNtWAdAGAqy2qcG9WX5Mn1wTqJuw,968.0,I,106.0,85.0,False,False,True,False
K0Kp3gI6LdBbqVLLNQGt8acwGCs-tZXuiAwwDBjoftHjoMeP1MCrYeu-_hFGovQb51r7PGKbd6Ot5g,968.0,I,85.0,51.0,False,False,True,False
F_XVGduwrbmhoi5suKM1IZ53tbu8xf7bIjrDkMmZTBwCkCCyRUd_X7u-k2t4E3GozU8ssbnlaZeZsQ,968.0,I,72.0,76.0,False,False,True,False
UPeFv5SfuTU5XhPethU-m4X7sBMqObpRJI5Ovm45UL2C5lr4VXErNpvM7QihPzsePWXfMOW1GCq-NA,967.0,I,94.0,74.0,False,False,True,True
QF6ZVO53WRwYROiMXcAv9dQWhCNzLH02ptaUnmEdFMw_tXHmr6EWIPTENtnqTXjkCKH35M_nyC7hDQ,967.0,I,71.0,49.0,False,False,True,False
oY0ykCUTIPHs7FVrupfSNS8-o-_6P7U1PPFI2qDXoueJ6I7KC-NhHvZoLnSbSJz4rAzxvF8oXFip2A,966.0,I,138.0,112.0,False,False,True,True
twDRfwz3W0fNAMHCvX5PwuySznCJ7nj6aG7xQ7aG3Utv_PxJphjUZu33OoVjWHFGk_TFgkYmY3y6TQ,965.0,I,112.0,79.0,False,False,True,False
Uc_O2-SB5tL_DLtasjzizTbmMuKEPXIdRV5n47NqoFNlflZqjtfnDXjpVZCjbfSDKbxQdfElr8ANyw,965.0,I,85.0,45.0,False,False,True,False
7ZHBE1ut-gpx_5UOCecHQvsCvmLj0nWv7K4ZQv1XFKle5Njr-FM9bI7Ibp9VQ7yaEjrGOnvxvOA9CA,965.0,I,71.0,41.0,False,False,True,False
nQ15nxp0rAAPHs_2PFaC8CnD_pwYYM0CDP09IkPmgP_ebdas4EEgb09xu40bGwL9pmB-BB-3He-lyQ,964.0,I,78.0,62.0,False,False,False,False
2GO0__Y5bMqZRl8X_F2Sgk7L3aQZn49lhX2avvpMPDiKJrKyrVXXR9ny2HtRNz_tg21tLXq0Mn2ALg,963.0,I,83.0,65.0,False,False,False,False
K9zDEu8612Zw7st6Ekr5MDcXoF0VLcDW1A4dfA9P5vxuAcX1Fw9cKAEf0NrY5HcjCmNCYC41Af55iA,962.0,I,104.0,109.0,False,False,True,False
-HLyOSMp0vK-GOkO3clxKhpkANo8i4Kd4QreQ_Fu0HM7HdC9bD4dsPGN-4SEiNeVnpXvWkEqEEhzrg,962.0,I,65.0,41.0,False,False,True,False
S4v6Qdwf-_ONTep4e4x_D-doUeIgPFSeAzdz3CFTPLxYde48Z0an5mCpDrNYTLV4nCc9qBISCRl86g,958.0,I,102.0,78.0,False,False,True,True
9MvfQOp0aJottrxWjDQB5NGN_GB6yli580S-9wwWjmggwkJnvSJXchrAMUSglHNhrAeVD2c3idiL1A,958.0,I,76.0,55.0,False,False,True,True
wn7IKJVJecgakGQYvshxbSQ4XP6tSihPeHSBu-dWdkAHN4kGW-tCcTddFBZSETKF0lQLnT-HLirmvg,957.0,I,70.0,46.0,False,False,True,False
5IH2KzuXzOCaKJ0zfHmJtM26MbqGf2FWh12-7J32YqfLl8v8KRQbMx5dFUGOTUisikY_TxdTd8B4Zg,957.0,I,64.0,42.0,False,False,True,True
CcH4cJgRhUpMDyp6y3C9Kr6_fE_vIqMgbJvPUfDKfzouEZXo8OgHC7yVfhioRP93H1PDBeKo617Xrw,956.0,I,103.0,85.0,False,False,False,False
qc8G_hfejNUXfjYBLJoJcJhLyLEgK7Mo57h3_Q_UkZI-9R2D7x6zs7VoLB_R1wDmak90XNaFOXhJiQ,955.0,I,82.0,62.0,False,False,True,True
9psheA2ctkGkbUzJMq70wdzUj7-AIcUVrD8HG1zJr43Di9eq01uKWZ1eXEyBsyiHpKW8Bz6Ug0DLng,955.0,I,80.0,65.0,False,False,True,False
janTceXNEKid_zhMfc5RXTK6z6OoIYK2-Q_EJZAKtYM-hp_TbdQUbgLCs_teSxgVImOIHHrhcyllFQ,955.0,I,76.0,55.0,False,False,True,True
nhMxOitp0xxWkWxyYJGMjpE7JrlrYsEi5Da5FTOQ0yP_ECTDPiXhg4rYqjKY1A_c3pr7jnBxI1jcGQ,954.0,I,155.0,128.0,False,False,True,False
v0SI6jZS3eRXxhvZ7EpAEtZpJu2Zzh_pKOJjRgtvV7lCW0QkxycBqXCXgny9tK6Zkrf44mPTaChLEQ,954.0,I,109.0,112.0,True,False,False,False
ik5_aWmi8LuiuW_dCuR6aW_1S-owneGhRy9KuPrynq9amuStyDjs0WLXco4ybEg0pSF-oTT02Xzc7w,954.0,I,98.0,86.0,False,False,True,False
VsKLTzL9ahSQQ9YLKUMbGwK-Y6cmV-7BJAQRGmfimlt5FA_akfz2JYeqXlmWgGQ8E9taurM_po0HZw,954.0,I,86.0,75.0,False,False,True,False
Uwy_3yCa7f2eisG4Rv8PeC7dpq8BnM1fbjulrqVqOXP2uINN3jBgHphHOqCEykHBYtRLv_LTu_Zu7A,953.0,I,87.0,67.0,False,False,True,True
yGb23-48O8GWJCFAUZOIC-cXq7BwxTkhdhspBQDJAltu5wXIpJmzGe2jAdaA413I9ir-0d89P3BK8A,953.0,I,74.0,43.0,False,False,True,False
vWge5og9Y-nfBf-x8e3KpdAkckKZuqY2F1osfAGxGop0hOKec9EgNzWqquU8B7dm5DkwU8P2ZfETTQ,951.0,I,120.0,95.0,False,False,True,True
W8MytJpIis44nAdQwiMpMBA8E-x5SB8stEABtqmaJRPkTjauStHcDZKpySCntQ0H5hn4yfrPobz5hg,951.0,I,101.0,73.0,False,False,True,True
QhCLe2RhHdZGTxCEoUtAyfch5ZEVPXpnqBGHp58iWr2KjGFDZr9Dwf2JvE6d1XAckcDqVwIi6Kn-Cg,951.0,I,100.0,87.0,False,False,True,True
rILyDgvcJScsi1Do4NouE3EMa-S8Xlup5CQOBaZoHQMc5UfjjIEuRU-s8xhSWE9LAyJpe4NKZ5FN7A,951.0,I,74.0,58.0,False,False,True,False
qxBSkLf4OwPctHv-T7E_ygmnA00IVrWMX5UauU7wnoT2f-ZsgHOQltxIEchlT3EmQ09C8ZK1ZtgUEw,950.0,I,77.0,52.0,False,False,True,False
qEFzLn-vaHevzRBUe4WM7uCZ9DI1mXYeVdOSk3mel_yZgnmKKDxN88eWyT5Ov8SuuFfq-hcEGBbpNA,949.0,I,93.0,82.0,False,False,False,False
MerZ5Y5yuGQVqq5uPo6O492da7Oi-cRj9Id0U5HP6iXqTDnpcYDsPTcYoBzUd7aWYagHSYS-kqxSew,949.0,I,86.0,58.0,False,False,True,False
CS92VpcF9M4hsTrlh4NTPZ8waFKXxk3sYrH4-U2i03B8Q0XZePT9FuTeRw9wbGMGtk6WLx-FUyo0CA,949.0,I,66.0,37.0,False,False,True,False
ftKi9kfaqvDMCY0Waa9F72yBUzuFuusSUoOVs0dWCbCAmCKJ5ysCbuhf1tSxLoT4UaiCWra592L9OA,949.0,I,65.0,38.0,False,False,True,False
6mBJB7sCCdAVOb7Hu4nEBvTCZrdIXh78irjpoYpnyAh5clD930UtUPPfgXZQ0Co1qVSHpJnsUgzS9Q,948.0,I,103.0,76.0,False,False,True,True
hp2swk8nj5_uAVY0Qu_OspSzQq2miKdExND2QH-jTLdihl5YqpeBC1MHob-TTG9JX_sfiOM17nOl6Q,948.0,I,83.0,71.0,False,False,True,False
mrUYMa319esCCaSUixiIoyrWxvIYB0FjNcfevb7X-Svrd5epj8JYk8XDoA2mGRJnR3R16--qccSMUA,948.0,I,66.0,44.0,False,False,True,False
dcC8yeBuShfJp6BWSeFeMYPDKD0tI1gxL3o-uTVwv3-My_ul1wlGOBXYa87x6bOSKhmPhF1HisA9AA,947.0,I,80.0,58.0,False,False,True,False
O-ZhkGHKLwelOf6U8W8_G6Wq9QZaXA8MmfMSmgSF_Sk9aS4r5IlaSCQFDHJD0Nji4Y2SKBm0VDGkvQ,946.0,I,85.0,65.0,False,False,True,False
Z3sAQLZdkTqVhjBFbc6-FalCvARGpOU5tDkX7heEYKavGsf77IRhYNKNxPO6pW_u_Mot_bSpmUg2dg,945.0,I,102.0,90.0,False,False,True,False
G4K6YH0IgZG0fqwxZM0TqNrC2tgNQmh6Ila83U9ufYcXfu-cKQYpK3ZFFk7MWaXsvJrVeuKEaRmuQg,944.0,I,107.0,93.0,False,False,True,False
C7gbNlZxmu69G-YSpYER7aX0PG4pU6RImxmBaQZjcUfNJwKboO9RihPYVhCGhRaERBb0kXLyElxOYA,944.0,I,84.0,82.0,False,False,True,False
DFBB0G5g-GLXpqLZfUffPzU1OzaXiFh3b7HYLpoDdDdWW7xrXf7rswB9hWsL0Yin1tMFLwkyd-k4NQ,944.0,I,71.0,46.0,False,False,True,True
O4sxUv_-UCGWnT_bCEANHJ96tH_PDnQahlIzVEBXRVxqhVYWYBoilKOiQPOS9916S8y7RAJ97BBxMw,943.0,I,70.0,45.0,False,False,True,True
f7pqJbMClnpRvMxYwuOGGf66mXqzsWAXE1uFfKDlLGxNAER96rjgldhFb_qWEVYyQ_ISYePx_E9PqQ,943.0,I,70.0,45.0,False,False,True,False
wsLMA4fYfal5prYKddSQF-SivCaR8Vb37KVpTfgW2HUAWSdMELKTrTtiPqC9qnYr7rzun8cmTjVseg,942.0,I,79.0,61.0,False,False,True,False
5ce99SK-MV3T3hhMB_1Iq_wHBOg3nQRFxlVz9oirzrhqyazL08ZwBBtjeWYgXGoBxHQu5eViCKSgiw,941.0,I,100.0,77.0,False,False,True,False
8b04u3IlDQEILUvlJ0N7YQzZPp6VE9nROnQNP4JBqmK5LaeGE1J7T5OVhe7xujcvNuQRY_Zlxe4HJw,941.0,I,98.0,77.0,False,False,True,False
i_qLlMdN-O4jJ4c-dz-utNfUJGATVFpcXqUNA3138-i_lCg_J1K-zRT5TR9prE_cXcKBCvrwvxeI1Q,941.0,I,59.0,46.0,False,False,False,False
J6wgvAz-Fd-Dd_TbqJgMZ1pXbruDE2oxAlBnEcHTEJZ2JiYCEC0Pymov1r0cxj6nelDJZYUADvl-yQ,940.0,I,99.0,89.0,False,False,False,False
W3wp0nrHO8t3s3S-gVPdDW-ZyixeY4mjtw9JC5iI5rM_My0BfttSpiJqEHIe5ydIwNm2ai7MVL6pyg,937.0,I,70.0,54.0,False,False,True,False
Z0bVEvvAnIgWEJZCtLWtRb1_hfQhD6ZOaIlFqKD5fjBq9wfRENS01yku5NTT8PW6MuK_CNbRKD_QGA,936.0,I,94.0,79.0,False,False,True,False
